#index	label	wavelength	comment
1880	Cu29      26.7900A		# radiative recombination continuum
1881	Cu29      26.7900A		# radiative recombination continuum
1882	Cu29      38.5776A		# radiative recombination continuum
1883	Cu29      52.5084A		# radiative recombination continuum
1884	Zn30      1.00068A		# radiative recombination continuum
1885	Zn30      4.00272A		# radiative recombination continuum
1886	Zn30      4.00272A		# radiative recombination continuum
1887	Zn30      9.00612A		# radiative recombination continuum
1888	Zn30      9.00612A		# radiative recombination continuum
1889	Zn30      9.00612A		# radiative recombination continuum
1890	Zn30      16.0109A		# radiative recombination continuum
1891	Zn30      16.0109A		# radiative recombination continuum
1892	Zn30      16.0109A		# radiative recombination continuum
1893	Zn30      16.0109A		# radiative recombination continuum
1894	Zn30      25.0170A		# radiative recombination continuum
1895	Zn30      25.0170A		# radiative recombination continuum
1896	Zn30      25.0170A		# radiative recombination continuum
1897	Zn30      25.0170A		# radiative recombination continuum
1898	Zn30      25.0170A		# radiative recombination continuum
1899	Zn30      36.0245A		# radiative recombination continuum
1900	Zn30      49.0333A		# radiative recombination continuum
1901	Zn30      64.0435A		# radiative recombination continuum
1902	Zn30      81.0550A		# radiative recombination continuum
1903	Zn30      100.068A		# radiative recombination continuum
1904	He 1      504.259A		# radiative recombination continuum
1905	He 1      2599.69A		# radiative recombination continuum
1906	He 1      3120.85A		# radiative recombination continuum
1907	He 1      3421.00A		# radiative recombination continuum
1908	He 1      3420.88A		# radiative recombination continuum
1909	He 1      3420.88A		# radiative recombination continuum
1910	He 1      3678.70A		# radiative recombination continuum
1911	He 1      6632.16A		# radiative recombination continuum
1912	He 1      7435.20A		# radiative recombination continuum
1913	He 1      7843.44A		# radiative recombination continuum
1914	He 1      8188.36A		# radiative recombination continuum
1915	He 1      8190.64A		# radiative recombination continuum
1916	He 1      8261.30A		# radiative recombination continuum
1917	He 1      1.24779m		# radiative recombination continuum
1918	He 1      1.35647m		# radiative recombination continuum
1919	He 1      1.40934m		# radiative recombination continuum
1920	He 1      1.45602m		# radiative recombination continuum
1921	He 1      1.45643m		# radiative recombination continuum
1922	He 1      1.45759m		# radiative recombination continuum
1923	He 1      1.45759m		# radiative recombination continuum
1924	He 1      1.46631m		# radiative recombination continuum
1925	He 1      2.01409m		# radiative recombination continuum
1926	He 1      2.15127m		# radiative recombination continuum
1927	He 1      2.21672m		# radiative recombination continuum
1928	He 1      2.27546m		# radiative recombination continuum
1929	He 1      2.27605m		# radiative recombination continuum
1930	He 1      2.27752m		# radiative recombination continuum
1931	He 1      2.27752m		# radiative recombination continuum
1932	He 1      2.27778m		# radiative recombination continuum
1933	He 1      2.27778m		# radiative recombination continuum
1934	He 1      2.28864m		# radiative recombination continuum
1935	He 1      2.96255m		# radiative recombination continuum
1936	He 1      3.12825m		# radiative recombination continuum
1937	He 1      3.20640m		# radiative recombination continuum
1938	He 1      3.27715m		# radiative recombination continuum
1939	He 1      3.27790m		# radiative recombination continuum
1940	He 1      3.27968m		# radiative recombination continuum
1941	He 1      3.27969m		# radiative recombination continuum
1942	He 1      3.28001m		# radiative recombination continuum
1943	He 1      3.28001m		# radiative recombination continuum
1944	He 1      3.28008m		# radiative recombination continuum
1945	He 1      3.28008m		# radiative recombination continuum
1946	He 1      3.29317m		# radiative recombination continuum
1947	He 1      4.46460m		# radiative recombination continuum
1948	He 1      5.83132m		# radiative recombination continuum
1949	He 1      7.38026m		# radiative recombination continuum
1950	He 1      9.11143m		# radiative recombination continuum
1951	He 1      11.0248m		# radiative recombination continuum
1952	He 1      13.1205m		# radiative recombination continuum
1953	He 1      15.3983m		# radiative recombination continuum
1954	He 1      17.8584m		# radiative recombination continuum
1955	He 1      20.5007m		# radiative recombination continuum
1956	He 1      23.3253m		# radiative recombination continuum
1957	He 1      26.3321m		# radiative recombination continuum
1958	He 1      29.5211m		# radiative recombination continuum
1959	He 1      32.8923m		# radiative recombination continuum
1960	He 1      36.4457m		# radiative recombination continuum
1961	He 1      40.1814m		# radiative recombination continuum
1962	He 1      44.0993m		# radiative recombination continuum
1963	He 1      48.1995m		# radiative recombination continuum
1964	He 1      52.4819m		# radiative recombination continuum
1965	He 1      56.9465m		# radiative recombination continuum
1966	He 1      61.5933m		# radiative recombination continuum
1967	Li 2      163.933A		# radiative recombination continuum
1968	Li 2      746.442A		# radiative recombination continuum
1969	Li 2      842.963A		# radiative recombination continuum
1970	Li 2      864.026A		# radiative recombination continuum
1971	Li 2      863.986A		# radiative recombination continuum
1972	Li 2      864.003A		# radiative recombination continuum
1973	Li 2      924.255A		# radiative recombination continuum
1974	Li 2      1809.97A		# radiative recombination continuum
1975	Li 2      1952.14A		# radiative recombination continuum
1976	Li 2      1980.09A		# radiative recombination continuum
1977	Li 2      2050.20A		# radiative recombination continuum
1978	Li 2      2051.46A		# radiative recombination continuum
1979	Li 2      2071.83A		# radiative recombination continuum
1980	Li 2      3644.53A		# radiative recombination continuum
1981	Li 2      5694.62A		# radiative recombination continuum
1982	Be 3      80.5713A		# radiative recombination continuum
1983	Be 3      351.327A		# radiative recombination continuum
1984	Be 3      384.676A		# radiative recombination continuum
1985	Be 3      387.942A		# radiative recombination continuum
1986	Be 3      387.925A		# radiative recombination continuum
1987	Be 3      387.948A		# radiative recombination continuum
1988	Be 3      410.370A		# radiative recombination continuum
1989	Be 3      833.662A		# radiative recombination continuum
1990	Be 3      881.588A		# radiative recombination continuum
1991	Be 3      886.236A		# radiative recombination continuum
1992	Be 3      911.131A		# radiative recombination continuum
1993	Be 3      911.787A		# radiative recombination continuum
1994	Be 3      919.568A		# radiative recombination continuum
1995	Be 3      1620.25A		# radiative recombination continuum
1996	Be 3      2530.88A		# radiative recombination continuum
1997	B  4      47.8023A		# radiative recombination continuum
1998	B  4      203.914A		# radiative recombination continuum
1999	B  4      219.188A		# radiative recombination continuum
2000	B  4      219.775A		# radiative recombination continuum
2001	B  4      219.767A		# radiative recombination continuum
2002	B  4      219.793A		# radiative recombination continuum
2003	B  4      230.431A		# radiative recombination continuum
2004	B  4      477.992A		# radiative recombination continuum
2005	B  4      499.604A		# radiative recombination continuum
2006	B  4      500.682A		# radiative recombination continuum
2007	B  4      512.194A		# radiative recombination continuum
2008	B  4      512.525A		# radiative recombination continuum
2009	B  4      515.768A		# radiative recombination continuum
2010	B  4      911.392A		# radiative recombination continuum
2011	B  4      1424.05A		# radiative recombination continuum
2012	C  5      31.6244A		# radiative recombination continuum
2013	C  5      133.182A		# radiative recombination continuum
2014	C  5      141.424A		# radiative recombination continuum
2015	C  5      141.452A		# radiative recombination continuum
2016	C  5      141.449A		# radiative recombination continuum
2017	C  5      141.477A		# radiative recombination continuum
2018	C  5      147.331A		# radiative recombination continuum
2019	C  5      310.025A		# radiative recombination continuum
2020	C  5      321.609A		# radiative recombination continuum
2021	C  5      321.855A		# radiative recombination continuum
2022	C  5      328.077A		# radiative recombination continuum
2023	C  5      328.313A		# radiative recombination continuum
2024	C  5      330.315A		# radiative recombination continuum
2025	C  5      559.987A		# radiative recombination continuum
2026	C  5      574.130A		# radiative recombination continuum
2027	C  5      575.515A		# radiative recombination continuum
2028	C  5      583.633A		# radiative recombination continuum
2029	C  5      584.134A		# radiative recombination continuum
2030	C  5      584.136A		# radiative recombination continuum
2031	C  5      584.136A		# radiative recombination continuum
2032	C  5      586.832A		# radiative recombination continuum
2033	C  5      883.474A		# radiative recombination continuum
2034	C  5      899.846A		# radiative recombination continuum
2035	C  5      902.653A		# radiative recombination continuum
2036	C  5      913.013A		# radiative recombination continuum
2037	C  5      913.571A		# radiative recombination continuum
2038	C  5      913.549A		# radiative recombination continuum
